name,ticker,figi
Армянский драм,amdrub_tom,BBG0013J7V24
Казахстанский тенге,kztrub_tom,BBG0013HG026
Киргизский сом,kgsrub_tom,BBG0013J7Y00
Узбекский сум,uzsrub_tom,BBG0013HQ310
Китайский юань,cnyrub_tom,BBG0013HRTL0
Таджикский сомони,tjsrub_tom,BBG0013J11P1
Белорусский рубль,bynrub_tom,BBG00D87WQY7
Золото,gldrub_tom,BBG000VJ5YR4
Турецкая лира,tryrub_tom,BBG0013J12N1
Доллар США,usd000utstom,BBG0013HGFT4
Гонконгский доллар,hkdrub_tom,BBG0013HSW87
Серебро,slvrub_tom,BBG000VHQTD1
