name,ticker,figi
IAC Inc,iac,BBG00S1LR2C3
Molina Healthcare Inc,moh,BBG000MBHNC8
Duluth Holdings Inc,dlth,BBG002GBMZG4
Regal Rexnord,rrx,BBG000BRXTR8
AAR Corp,air,BBG000BBGQF1
CBRE Group,cbre,BBG000C04224
Madison Square Garden Sports Corp.,msgs,BBG007FG0C23
Anhui Conch Cement,914,BBG000BVKWW0
Sangamo Therapeutics,sgmo,BBG000BHYT80
Cummins,cmi,BBG000BGPTV6
M/I Homes Inc,mho,BBG000BL9MZ4
Ultra Clean Holdings Inc,uctt,BBG000HSLV70
Q2 Holdings Inc,qtwo,BBG005ZVK9P2
Ulta Beauty,ulta,BBG00FWQ4VD6
Valmont Industries,vmi,BBG000BWB7V4
VeriSign,vrsn,BBG000BGKHZ3
AbbVie,abbv,BBG0025Y4RY4
Lear Corp,lea,BBG000PTLGZ1
МГТС - акции привилегированные,mgtsp,BBG000PZ0833
Zurn Elkay Water Solutions,zws,BBG000H8R0N8
OGE Energy Corp.,oge,BBG000BQGLS5
ЭЛ5-Энерго,elfv,BBG000F6YPH8
Pop Mart,9992,BBG00Y9WVZ76
Packaging Corp of America,pkg,BBG000BB8SW7
Кристалл,klvz,TCS00A107KX0
PENN Entertainment,penn,BBG000CDZLV8
Wells Fargo & Company,wfc,BBG000BWQFY7
Zynex Inc,zyxi,BBG000BJBXZ2
AGCO Corp,agco,BBG000DCCZW2
USANA Health Sciences Inc,usna,BBG000BX28M0
Hexcel Corp,hxl,BBG000BLMDQ9
ROBLOX Corp,rblx,BBG001R1GCT0
Vail Resorts Inc,mtn,BBG000BCMWM1
InterDigital,idcc,BBG000HLJ7M4
Royal Caribbean Cruises,rcl,BBG000BB5792
National Oilwell Varco,nov,BBG000BJX8C8
Toast,tost,BBG00BTJVK94
Howmet Aerospace,hwm,BBG00DYNJGH9
Reata Pharmaceuticals Inc,reta,BBG000R33BD1
РусАгро,agro,BBG007N0Z367
Alphabet Class A,googl,BBG009S39JX6
Innovative Industrial Properties REIT,iipr,BBG00F0SW7N8
TAL Education Group,tal,BBG0016XJ8S0
Murphy Oil,mur,BBG000BPMH90
Nasdaq,ndaq,BBG000F5VVB6
VEON,veon-rx,BBG00R4Z2NT4
Fiserv,fi,TCS377381088
Avery Dennison,avy,BBG000BCQ4P6
НИТЕЛ,ntzl,TCS002614686
Elastic NV,estc,BBG00LWZDYB9
Cryoport,cyrx,BBG000PNTXP0
2U Inc,twou,TCS2214J2006
Labcorp Holdings,lh,TCS049221055
Ormat Technologies,ora,BBG000Q5BQ63
Copart Inc,cprt,BBG000BM9RH1
Jones Lang LaSalle Inc,jll,BBG000C2L2L0
Ferrari N.V.,race,BBG009PH3Q86
Affirm Holdings,afrm,BBG00Y7BP8Y1
Mativ Holdings,matv,BBG000C3CWZ7
Deckers Outdoor Corp,deck,BBG000BKXYX5
Automatic Data Processing,adp,BBG000JG0547
Morgan Stanley,ms,BBG000BLZRJ2
Casella Waste Systems,cwst,BBG000BT0J38
ResMed Inc,rmd,BBG000L4M7F1
FARO Technologies Inc,faro,BBG000BJD7C2
Oramed Pharmaceuticals,ormp,BBG000LRYR36
Хэдхантер,head,TCS20A107662
Nevro,nvro,BBG001K61W36
ONE Gas,ogs,BBG004WQKD07
Graco,ggg,BBG000BK9W84
Riskified,rskd,BBG011P2TCH8
IDEXX,idxx,BBG000BLRT07
"Coursera, Inc.",cour,BBG002WLDMW5
WD-40 Co,wdfc,BBG000BWNV93
Plug Power Inc,plug,BBG000C1XSP8
Autohome,2518,BBG00ZHT7FY2
United Therapeutics Corp,uthr,BBG000BV4XJ1
Pennant Group Inc,pntg,BBG00P33SY72
Городские Инновационные Технологии,grnt,TCS10A0JV532
Pediatrix Medical Group,md,BBG000H8LGK2
Яндекс,yndx@us,TCS609805522
NV5 Global Inc,nvee,BBG005BT60Y8
Manchester United Plc,manu,BBG0035WV4N9
Eastman Chemical Company,emn,BBG000BLW530
Graphic Packaging Holding Company,gpk,BBG000GQ7K93
Яндекс,ydex,TCS00A107T19
Heritage-Crystal Clean Inc,hcci,BBG000CCFB17
N-able,nabl,BBG00YJKWXD8
Arrow Electronics Inc,arw,BBG000BCD3D5
FirstCash,fcfs,BBG0145KL747
Focus Financial Partners Inc,focs,BBG00L0YTFN8
Archer-Daniels-Midland Company,adm,BBG000BB6WG8
PROS Holdings,pro,TCS4346Y1038
Under Armour (C),ua,BBG009DTD8H2
Exxon Mobil Corporation,xom,BBG000GZQ728
ГК Самолет,smlt,BBG00F6NKQX3
Mattel,mat,BBG000BNNYW1
CONMED Corporation,cnmd,BBG000BFZVH8
Arcturus Therapeutics Holdings,arct,BBG00NNW8JK1
Littelfuse,lfus,BBG000BGFGT8
Cassava Sciences,sava,BBG000BK9YW3
The Estee Lauder Companies,el,BBG000FKJRC5
Башнефть,bane,BBG004S68758
ICON plc,iclr,BBG000CTSZQ6
Twist Bioscience,twst,BBG006KDCHJ4
Graham Holdings Co,ghc,BBG000C3FGH9
Аэрофлот,aflt,BBG004S683W7
QuantumScape Corporation,qs,BBG00VJ17DS2
Anta Sports Products,2020,BBG000QWR4M8
McKesson,mck,BBG000DYGNW7
Циан АДР,cian,BBG012YQ6P43
Trupanion Inc,trup,BBG002BC7WC5
PhenomeX,cell,BBG00HJ8K617
GCL Technology,3800,BBG000TRZNP2
AtriCure,atrc,BBG000BL6CB5
Smartsheet Inc,smar,BBG00GQK3WB5
Coherent Corp,cohr,BBG000BLW102
Dynatrace Inc,dt,BBG00PNN7C40
Обувь России,orup,BBG001BBGNS2
Gaming and Leisure Properties REIT,glpi,BBG003MSMCS6
Hamilton Lane Incorporated,hlne,BBG00FX58Q66
NMI Holdings Inc,nmih,BBG005DLMMZ6
Precision Drilling,pds,BBG000BBK2X9
NCR Voyix Corp,vyx,TCS0086E1082
Advanced Energy Industries Inc,aeis,BBG000FKMP26
F&G Annuities & Life,fg,BBG01BGVGG87
EverQuote,ever,BBG00F17NDH7
World Kinect Corporation,wkc,TCS814751064
Lending Club,lc,BBG001YKDND6
Whirlpool,whr,BBG000BWSV34
BOEING,ba,BBG000BCSST7
Globus Medical Inc,gmed,BBG002V87SD0
Truist Financial Corporation,tfc,BBG000BYYLS8
HF Sinclair Corporation,dino,BBG0135B2214
GE HealthCare Technologies,gehc,BBG01BFR8YV1
ACADIA Pharmaceuticals Inc,acad,BBG000BHG9K0
Сбер Банк,sber,BBG004730N88
AMC Networks Inc,amcx,BBG000H01H92
Progyny Inc,pgny,BBG002H1K1H1
Spire Inc.,sr,BBG000BN6KG8
IBM,ibm,BBG000BLNNH6
Sunnova Energy International,nova,BBG00PLQ1JR1
T-Mobile US Inc,tmus,BBG000NDV1D4
Asbury Automotive Group Inc,abg,BBG000BKDWB5
Hong Kong and China Gas Co.,3,BBG000BDWT45
"Marvell Technology, Inc.",mrvl,BBG00ZXBJ153
Yankuang Energy Group,1171,BBG000BKZ1H3
Red Rock Resorts,rrr,BBG00B6G8077
Vericel Corp,vcel,BBG000BDCM24
AvalonBay Communities REIT,avb,BBG000BLPBL5
Itron Inc,itri,BBG000BD2167
M&T Bank,mtb,BBG000D9KWL9
PetroChina,857,BBG000BFNTD0
Honeywell,hon,BBG000H556T9
Toro,ttc,BBG000BVQRY3
"ACI Worldwide, Inc.",aciw,BBG000PMBV39
Генетико,geco,TCS00A105BN4
ESAB Corporation,esab,BBG0028ZMP45
AutoNation,an,BBG000BBXLW4
Sealed Air,see,BBG000C22QV7
AT&T,t,BBG000BSJK37
Equitable Holdings,eqh,BBG00J7CBVW8
Insight Enterprises Inc,nsit,BBG000DY3K39
Cognyte Software Ltd.,cgnt,BBG00R0ZFHV4
Surmodics Inc,srdx,BBG000BZ2QG2
"First Citizens BancShares, Inc.",fcnca,BBG000BJCDS3
BioNTech SE,bntx,BBG00Q70B3V1
IDEX Corp,iex,BBG000C1HN22
М.Видео,mvid,BBG004S68CP5
Box Inc,box,BBG000PMSK08
Kymera Therapeutics,kymr,BBG00SDHC8D1
Steel Dynamics Inc,stld,BBG000HGYNZ9
Discover Financial Services,dfs,BBG000QBR5J5
Veracyte Inc,vcyt,BBG001J2M542
Pagerduty Inc,pd,BBG0043BYPB8
Pacira BioSciences Inc,pcrx,BBG0018FQNS6
LKQ Corporation,lkq,BBG000PXDL44
Webster Financial Corporation,wbs,BBG000BWMX63
The Home Depot,hd,BBG000BKZB36
Inter Parfums Inc,ipar,BBG000GCSWR5
NETGEAR Inc,ntgr,BBG000C4GBR6
Inari Medical Inc,nari,BBG009J8K7M0
RBC Bearings Inc,rbc,BBG000GMGNB3
Occidental Petroleum,oxy,BBG000BQQ2S6
Guess? Inc,ges,BBG000BC26P7
Southwestern Energy,swn,BBG000BTR593
SolarWinds Corp,swi,BBG00M1CKSK7
Incyte,incy,BBG000BNPSQ9
Great Wall Motor,2333,BBG000CYZ1K8
MYR Group Inc,myrg,BBG000BC7VW9
Shift4 Payments,four,BBG00TX393L4
Starbucks Corporation,sbux,BBG000CTQBF3
Amkor Technology,amkr,BBG000BCKGW7
Bread Financial,bfh,BBG000BFNR17
Teradyne Inc,ter,BBG000BV4DR6
Microsoft Corporation,msft,BBG000BPH459
Hostess Brands Inc,twnk,BBG00B6KGNN1
Royal Bank of Canada,ry,BBG000BSSC44
Capri Holdings Limited,cpri,BBG0029SNR63
Allakos Inc,allk,BBG003QBJKN0
Qualcomm,qcom,BBG000CGC1X8
Huntsman,hun,BBG000NS26Q8
Cracker Barrel Old Country Sto,cbrl,BBG000BF33K1
"BankUnited, Inc.",bku,BBG000PQPCM6
Saia Inc,saia,BBG000P5LMQ0
АДР SAP,sap,BBG000BDSLD7
ZipRecruiter Inc,zip,BBG010JBYV98
Markel Group,mkl,BBG000FC7366
Erie IndemnIty Co,erie,BBG000BBTJZ1
Targa Resources,trgp,BBG0015XMW40
JD Health International,6618,BBG00Y6QRNM7
Nurix Therapeutics Inc,nrix,BBG00SDJ8M78
Procter & Gamble,pg,BBG000BR2TH3
Heron Therapeutics Inc,hrtx,BBG000G2GJT7
State Street,stt,BBG000BKFBD7
Allegro MicroSystems,algm,BBG00H5S8391
JELD-WEN Holding Inc,jeld,BBG0019GM953
Texas Capital Bancshares Inc,tcbi,BBG000DN4ZT1
Franklin Electric Co,fele,BBG000BJGGV8
Entegris Inc,entg,BBG000CTV4N4
Ionis Pharmaceuticals Inc,ions,BBG000JH6683
Ecolab,ecl,BBG000BHKYH4
Paychex Inc,payx,BBG000BQSQ38
Oceaneering International Inc,oii,BBG000CPBCL8
Kopin Corporation,kopn,BBG000C2SBZ8
Novartis AG,nvs,BBG000LYF3S8
Allegion,alle,BBG003PS7JV1
Allegiant Travel Co,algt,BBG000LJS6B8
Cencora,cor,TCS3073E1055
Пермэнергосбыт - акции привилегированные,pmsbp,BBG000MZL2S9
Alpha Metallurgical Resources Inc.,amr,BBG00DGWV035
Agios Pharmaceuticals Inc,agio,BBG000QY4ZD0
Orion Office REIT,onl,BBG0118JXCD9
Floor & Decor Holdings Inc,fnd,BBG007GJ2F81
Halozyme Therapeutics Inc,halo,BBG000CZ8W54
Macy's,m,BBG000C46HM9
Fidelity National Information,fis,BBG000BK2F42
Vicor Corp,vicr,BBG000C3VHF1
Sysco,syy,BBG000BTVJ25
NRG Energy,nrg,BBG000D8RG11
"Stride, Inc",lrn,BBG000QSXPZ9
Мостотрест,mstt,BBG004S68DD6
Woodward Inc,wwd,BBG000BD53V2
Country Garden Services,6098,BBG00L3B3R02
Aurinia Pharmaceuticals,auph,BBG000BCRJM5
Illinois Tool Works,itw,BBG000BMBL90
Adtalem Global Education Inc,atge,BBG000DQBZJ7
Мечел,mtlr,BBG004S68598
Longfor,960,BBG000CHNH78
OneMain Holdings,omf,BBG005497GZ3
Nucor,nue,BBG000BQ8KV2
LPL Financial Holdings,lpla,BBG000P2TYL8
Backblaze,blze,BBG0037X6HX3
Red River Bancshares,rrbi,BBG000QKNLB2
Elanco Animal Health Inc,elan,BBG00LJYS1P8
Post Holdings Inc,post,BBG001WTBC36
TTM Technologies Inc,ttmi,BBG000BYQ0B1
Roper Technologies,rop,BBG000F1ZSN5
China Coal Energy,1898,BBG000NYJKS4
Cabot Corporation,cbt,BBG000BF3WW4
Sabra Health Care REIT,sbra,BBG000MTDW24
Altice USA Inc,atus,BBG00GFMPRK0
Textron,txt,BBG000BVVQQ8
Arvinas Inc,arvn,BBG00LW7YK82
Terex Corporation,tex,BBG000C7B436
Assurant,aiz,BBG000BZX1N5
Dick's Sporting Goods Inc,dks,BBG000F6ZWH2
Oshkosh Corporation,osk,BBG000CC53X1
Xenon Pharmaceuticals Inc,xene,BBG0073DM784
WillScot Holdings Corporation,wsc,BBG00B0FS947
IVA Technologies,ivat,TCS00A108GD8
Акрон,akrn,BBG004S688G4
Sprouts Farmers Market Inc,sfm,BBG001KFKQM7
MicroStrategy Inc,mstr,BBG000GQJPZ0
Мать и дитя,mdmg,TCS00Y3XYV94
Sleep Number Corp,snbr,BBG000DM2BF3
American Homes 4 Rent REIT,amh,BBG003NXJNH6
Газпром,gazp,BBG004730RP0
Cognizant Technology Solutions,ctsh,BBG000BBDV81
Ubiquiti Inc,ui,BBG001R72SR9
CMS Energy Corporation,cms,BBG000BFVXX0
RingCentral Inc,rng,BBG000J094P3
Dycom Industries Inc,dy,BBG000C4SKT1
Alibaba,9988,BBG00QV37ZP9
Hershey,hsy,BBG000BLHRS2
ICICI Bank,ibn,BBG000DRM643
StoneCo,stne,BBG00M4ZQDK0
Сбер Банк - привилегированные акции,sberp,BBG0047315Y7
Parker-Hannifin,ph,BBG000BR3KL6
Biglari Holdings Inc,bh,BBG00JPRDQH1
Charter Communications,chtr,BBG000VPGNR2
"Exponent, Inc.",expo,BBG000F31Z34
Cerence,crnc,BBG00MMDJG84
Revvity,rvty,BBG000FXYF54
Juniper Networks,jnpr,BBG000BY33P5
Лента,lent,BBG0063FKTD9
The AES Corporation,aes,BBG000C23KJ3
Equity Residential REIT,eqr,BBG000BG8M31
NewMarket Corp,neu,BBG000BJ5SS8
Enstar Group,esgr,BBG000NQKP71
Atlassian,team,BBG00BDQ1H13
GDEV Inc,gdev,TCS3529J2092
FRP Holdings Inc,frph,BBG000HCVWW4
Банк Санкт-Петербург,bspb,BBG000QJW156
"DoubleVerify Holdings, Inc.",dv,BBG00ZNRRJM2
Keurig Dr Pepper,kdp,BBG000TJM7F0
Antero Midstream Corp,am,BBG00GBNZ4M0
Группа Астра,astr,RU000A106T36
General Mills,gis,BBG000BKCFC2
Wix.com Ltd,wix,BBG005CM7J89
Range Resources,rrc,BBG000FVXD63
Hello Group,momo,BBG007HTCQT0
Columbus McKinnon Corp,cmco,BBG000BCWWV0
Baker Hughes,bkr,BBG00GBVBK51
VF,vfc,BBG000BWCKB6
British American Tobacco,bti,BBG000BWPXQ8
РКК Энергия им.С.П.Королева,rkke,BBG000LWNRP3
D.R. Horton,dhi,BBG000DQTXY6
Exelon Corporation,exc,BBG000J6XT05
Zijin Mining Group,2899,BBG000DCTP29
Ленэнерго,lsng,BBG000NLC9Z6
Southwest Airlines,luv,BBG000BNJHS8
Ренессанс Страхование,reni,BBG00QKJSX05
Simpson Manufacturing Co Inc,ssd,BBG000JLC8L8
H&R Block,hrb,BBG000BLDV98
Ramaco Resources Class B,metcb,BBG01GHDJBW6
Altair Engineering Inc,altr,BBG000PN9NB9
Kingdee International Software,268,BBG000FQH8C6
Россети Центр,mrkc,BBG000VH7TZ8
Glaukos Corp,gkos,BBG000WG2LQ1
EPAM Systems,epam,BBG000MHTV89
KB Home,kbh,BBG000BMLWX8
New China Life Insurance,1336,BBG0028VY3J4
Constellation Brands,stz,BBG000J1QLT0
Goodyear Tire & Rubber,gt,BBG000BKNX95
Quaker Chemical Corp,kwr,BBG000DZS2L9
Globe Life Inc,gl,BBG000BVD6X4
Cirrus Logic Inc,crus,BBG000C1DHF5
Extra Space Storage REIT,exr,BBG000PV27K3
Rollins,rol,BBG000BSBBP1
Cheniere Energy,lng,BBG000C3HSR0
Группа Позитив,posi,TCS00A103X66
Boston Scientific Corporation,bsx,BBG000C0LW92
National Fuel Gas Company,nfg,BBG000BPYD87
WR Berkley,wrb,BBG000BD1HP2
CEVA,ceva,BBG000BN3P07
Carvana Co,cvna,BBG00GCTWDJ3
FIGS,figs,BBG004SK5VL9
Cohen & Steers Inc,cns,BBG000BB0WG4
Kimberly-Clark,kmb,BBG000BMW2Z0
"Marqeta, Inc.",mq,BBG0112Z87D8
Planet FItness Inc,plnt,BBG009H04M17
Ziff Davis,zd,BBG000F3CWW7
Красный Октябрь,krot,BBG000NLB2G3
КуйбышевАзот,kazt,BBG002B9MYC1
Artisan Partners Asset Management,apam,BBG001M6CZY1
Zillow Group Inc,zg,BBG000D13GN8
PubMatic,pubm,BBG001PKMK06
JPMorgan,jpm,BBG000DMBXR2
Korn Ferry,kfy,BBG000C5QMB5
Xinyi Solar,968,BBG001XVDJ15
FIBROGEN INC,fgen,BBG000FW5ZL6
Sohu.com,sohu,BBG00L2DB535
Knife River Corporation,knf,BBG002N3N2R4
AbCellera Biologics,abcl,BBG00LLW2MF2
Galaxy Entertainment Group,27,BBG000BG5LL6
Wolfspeed,wolf,BBG000BG14P4
MGIC Investment Corp,mtg,BBG000CBMH27
Weyerhaeuser REIT,wy,BBG000BX3BL3
Газпром нефть,sibn,BBG004S684M6
Ouster,oust,BBG00XRTSTR1
Victorias Secret & Co.,vsco,BBG01103B471
Enviri Corporation,nvri,TCS158641070
ЯТЭК,yakg,BBG002B298N6
Equinix REIT,eqix,BBG000MBDGM6
AST SpaceMobile,asts,BBG00Q402TR2
ТГК-2,tgkb,BBG000Q7GG57
Sinclair,sbgi,BBG01GJ3NY88
China Overseas Land & Investment,688,BBG000BGD8W4
Gossamer Bio Inc,goss,BBG00MVWLLM2
Brady,brc,BBG000BDNV95
Калужская сбытовая компания,klsb,BBG000DBD6F6
РБК,rbcm,TCS00A0JR6A6
GE Aerospace,ge,BBG000BK6MB5
ЧМК,chmk,BBG000RP8V70
Kulicke & Soffa Industries,klic,BBG000BMTX31
Magna International Inc.,mga,BBG000BNLPJ7
"Coupang, Inc.",cpng,BBG00XMJRPQ8
Highwoods Properties,hiw,BBG000C43744
Cal-Maine Foods Inc,calm,BBG000CDMJW6
Wheaton Precious Metals,wpm,BBG000PVRDL2
Ball Corporation,ball,BBG000BDDNH5
РуссНефть,rnft,BBG00F9XX7H4
China Pacific Insurance,2601,BBG000KVB7C7
JD Logistics,2618,BBG010RJL3B5
Maravai LifeSciences Holdings,mrvi,BBG00Y1DFV91
Darling Ingredients Inc,dar,BBG000BN8ZK8
Ping An,2318,BBG000GD4N44
Hilton Grand Vacations Inc,hgv,BBG00CBYY6M1
ASGN Inc,asgn,BBG000CRN8N8
DNOW,dnow,BBG005BLN209
Churchill Downs Inc,chdn,BBG000BGXMG9
Esperion Therapeutics Inc,espr,BBG004KB3S72
Chemours Company,cc,BBG005H82GB2
Россети Северо-Запад,mrkz,BBG000TJ6F42
Motorola Solutions,msi,BBG000BP8Z50
Lamb Weston Holdings Inc,lw,BBG003CVMLQ2
Cactus Inc,whd,BBG00JRH1P95
"Аптечная сеть 36,6",aptk,BBG000K3STR7
JD.com,9618,BBG00VC6RYV6
Costco Wholesale,cost,BBG000F6H8W8
Chevron,cvx,BBG000K4ND22
Marcus & Millichap Inc,mmi,BBG005GBRSR6
Hong Kong Exchanges and Clearing,388,BBG000BGW354
Apartment Investment & Management REIT,aiv,BBG000DD3510
EastGroup Properties REIT,egp,BBG000BHRBT4
Tennant Company,tnc,BBG000JCZJS2
Raymond James Financial,rjf,BBG000BS73J1
Gibraltar Industries Inc,rock,BBG000BKQDQ7
CME GROUP,cme,BBG000BHLYP4
Veru Inc,veru,BBG000G12J78
Axogen Inc,axgn,BBG000BN46R9
Diamondback Energy Inc,fang,BBG002PHSYX9
Caesars Entertainment Corporation,czr,BBG0074Q3NK6
AECOM,acm,BBG000F61RJ8
ePlus Inc,plus,BBG000HN7W02
Jabil Inc.,jbl,BBG000BJNGN9
Crane NXT,cxt,BBG017BXPZ85
American Airlines Group,aal,BBG005P7Q881
HeadHunter Group PLC,hhr,TCS0207L1061
Douglas Emmett REIT,dei,BBG000PN1SJ8
FMC,fmc,BBG000BJP882
QIWI,qiwi,BBG005D1WCQ1
Otis Worldwide,otis,BBG00RP60KV0
Sunny Optical Technology,2382,BBG000C16952
Digital Realty REIT,dlr,BBG000Q5ZRM7
Dover,dov,BBG000BHB3M6
Gentherm Inc,thrm,BBG000BQLM34
РусГидро,hydr,BBG00475K2X9
Autodesk,adsk,BBG000BM7HL0
National Beverage Corp,fizz,BBG000BF8CB6
Aspen Technology,azpn,BBG017J18W74
Rockwell Automation,rok,BBG000BBCDZ2
Group 1 Automotive Inc,gpi,BBG000BB88K4
Silgan Holdings Inc.,slgn,BBG000BPDDB6
"Squarespace, Inc.",sqsp,BBG00389GQ73
"Houlihan Lokey, Inc.",hli,BBG000CZTB66
Prologis REIT,pld,BBG000B9Z0J8
UBS Group,ubs,BBG007DJM539
PotlatchDeltic Corporation REIT,pch,BBG000BQX2N3
Crowdstrike Holdings Inc,crwd,BBG00BLYKS03
T Rowe Price Group,trow,BBG000BVMPN3
SoFi Technologies,sofi,BBG00YB1ZD58
Moelis & Co,mc,BBG000RNBH63
Sphere Entertainment Co.,sphr,BBG00L9HLWV8
Lithium Americas (Argentina),laac,BBG01JLDJ6X5
MicroVision,mvis,BBG000BVKXQ5
НЛМК,nlmk,BBG004S681B4
Novabev Group,belu,BBG000TY1CD1
Weibo Corporation,wb,BBG0065XPGX9
Лензолото - привилегированные акции,lnzlp,BBG000SR0YS4
Consensus Cloud Solutions,ccsi,BBG0105XBRH0
REVOLUTION Medicines Inc,rvmd,BBG00829F4P8
Baxter International,bax,BBG000BCVJ77
Adobe,adbe,BBG000BB5006
McDonald’s,mcd,BBG000BNSZP1
Viasat,vsat,BBG000HHLBF9
GoodRx Holdings Inc,gdrx,BBG00X0VP8D9
Dun & Bradstreet Holdings,dnb,BBG00VCZX9Z6
Take-Two Interactive Software,ttwo,BBG000BS1YV5
WEC Energy Group,wec,BBG000BWP7D9
Herbalife Ltd.,hlf,BBG000MM5VL9
LifeStance Health Group,lfst,BBG01138DGZ7
Five9 Inc,fivn,BBG001KHJM17
ESCO Technologies Inc.,ese,BBG000C4S3P3
Bandwidth Inc,band,BBG001K003W2
ITT,itt,BBG00CVQZQ96
NetScout Systems Inc,ntct,BBG000C136Z8
Redfin Corp,rdfn,BBG001Q7HP63
ZimVie,zimv,BBG014630587
Marathon Petroleum,mpc,BBG001DCCGR8
Sands China,1928,BBG000PSNMN1
Colgate-Palmolive,cl,BBG000BFQYY3
Atkore International Group Inc,atkr,BBG000QTFDQ4
XPEL,xpel,BBG000R5XCX9
Stifel Financial,sf,BBG000BSS5C0
ЭсЭфАй,sfin,BBG003LYCMB1
Lucid Group,lcid,BBG00W7F99V5
Huron Consulting Group Inc,hurn,BBG000PV2M48
JFrog Ltd.,frog,BBG006PWZX16
Leggett & Platt,leg,BBG000BN53G7
Loews,l,BBG000C45984
MP Materials,mp,BBG00TJGL0F0
ДВМП,fesh,BBG000QF1Q17
Asana,asan,BBG00WYHL732
Voya Financial,voya,BBG000BCWKD6
Intuitive Surgical,isrg,BBG000BJPDZ1
Li Auto,li,BBG00W0KZD98
Axalta Coating Systems,axta,BBG0060CPLJ5
"Robinhood Markets, Inc.",hood,BBG008NMBXN8
AptarGroup,atr,BBG000BGX2S0
WW Grainger,gww,BBG000BKR1D6
Supernus Pharmaceuticals Inc,supn,BBG000BP0HX7
Alight,alit,BBG00H00J2N1
LyondellBasell,lyb,BBG000WCFV84
Mondelez,mdlz,BBG000D4LWF6
Jefferies Financial Group,jef,BBG000BNHSP9
Telephone & Data Systems Inc,tds,BBG000BV0VK7
Jamf Holding Corp,jamf,BBG00VSYYVB8
Chipotle Mexican Grill,cmg,BBG000QX74T1
Blackstone,bx,BBG000BH0106
News Corp,nws,BBG0035M2ZB7
Brown & Brown,bro,BBG000BWSGF4
Распадская,rasp,BBG004S68696
Pembina Pipeline Corporation,pba,BBG001732GF9
Interactive Brokers Group Inc,ibkr,BBG000LV0836
Shanghai Fosun Pharmaceutical,2196,BBG001XVDW70
Bluebird Bio Inc,blue,BBG000QGWY50
3M Company,mmm,BBG000BP52R2
HealthEquity Inc,hqy,BBG000TYXCT9
East West Ban,ewbc,BBG000CR20B1
GATX Corporation,gatx,BBG000BKGXQ4
Warrior Met Coal,hcc,BBG00GD1JMV4
Bridgebio Pharma,bbio,BBG00P9KDZK6
STERIS,ste,BBG00MRHG523
Yelp Inc,yelp,BBG000Q2HM09
Jack Henry & Associates Inc,jkhy,BBG000BMH2Q7
Verizon Communications,vz,BBG000HS77T5
Morningstar,morn,BBG000CGQ4F7
Valvoline,vvv,BBG003DNHV56
ALX Oncology Holdings Inc,alxo,BBG00VR8SDG8
Kinsale Capital Group,knsl,BBG00D8JD9Z9
Veralto Corporation,vlto,BBG019Q32XJ9
Sarepta Therapeutics Inc,srpt,BBG000BCJ161
Axos Financial Inc,ax,BBG000QPHD08
Новошип - привилегированные акции,nompp,TCS009177281
Sherwin-Williams,shw,BBG000BSXQV7
Jack in the Box,jack,BBG000GZYVY1
Biogen,biib,BBG000C17X76
Wolverine World Wide Inc,www,BBG000BX2YN2
Citizens Financial Group,cfg,BBG006Q0HY77
Ingredion Inc,ingr,BBG000BXPZB7
"Vertex Energy, Inc.",vtnr,BBG000BGGXH3
Fair Isaac Corp,fico,BBG000DW76Y6
WEX Inc,wex,BBG000BVZP59
Сегежа,sgzh,BBG0100R9963
"LENZ Therapeutics, Inc.",lenz,TCS2635N1037
Philip Morris,pm,BBG000J2XL74
Wabtec Corp.,wab,BBG000BDD940
Black Knight Inc,bki,BBG00GX77LW3
Texas Instruments,txn,BBG000BVV7G1
Martin Marietta Materials,mlm,BBG000BGYMH7
GoDaddy Inc,gddy,BBG006MDLY05
Primerica,pri,BBG000T8ZF80
Coherus BioSciences,chrs,BBG0063N8V69
Henry Schein,hsic,BBG000BNMMJ3
Eversource Energy,es,BBG000BQ87N0
Manhattan Associates Inc,manh,BBG000BFV758
Penumbra Inc,pen,BBG001BP92V1
Atara Biotherapeutics Inc,atra,TCS565132068
Omega Healthcare Investors REIT,ohi,BBG000BGBTC2
International Flavors & Fragrances,iff,BBG000BLSL58
MSA Safety,msa,BBG000BPDXF8
Coterra Energy,ctra,BBG000C3GN47
Clearway Energy,cwen,BBG008LJ4TF3
TopBuild Corp,bld,BBG0077VS2C0
Prudential Financial,pru,BBG000HCJMF9
HEICO,hei,BBG000BL16Q7
Ленэнерго - акции привилегированные,lsngp,BBG000NLCCM3
National Vision Holdings Inc,eye,BBG00HVQF9K2
Pure Storage Inc,pstg,BBG00212PVZ5
United Rentals,uri,BBG000BXMFC3
Emerson Electric,emr,BBG000BHX7N2
Monro,mnro,BBG000C0BZD1
Transocean,rig,BBG000BH5LT6
Amedisys Inc,amed,BBG000B9ZV28
Nektar Therapeutics,nktr,BBG000BHCYJ1
Constellation Energy,ceg,BBG014KFRNP7
REGENXBIO Inc,rgnx,BBG007Z9V591
Chow Tai Fook Jewellery,1929,BBG00299NPM1
Fifth Third Bancorp,fitb,BBG000BJL3N0
Open Lending Corp,lpro,BBG00VDHLSQ6
Baidu,bidu,BBG000QXWHD1
CubeSmart REIT,cube,BBG000HF28Q9
GoPro,gpro,BBG001LWHLJ8
Xerox,xrx,BBG00NNG2ZJ8
Stoneridge Inc,sri,BBG000BB9Q78
Норильский никель,gmkn,BBG004731489
Kinross Gold,kgc,BBG000BB2DM7
A10 Networks Inc,aten,BBG0060K22C1
eBay,ebay,BBG000C43RR5
