name,ticker,figi
Avista Corporation,ava,BBG000BCNF74
Arrowhead Pharmaceuticals Inc,arwr,BBG000BRVKH0
Natera inc,ntra,BBG001J1BQ86
Bentley Systems,bsy,BBG000BMSRR9
Principal Financial Group,pfg,BBG000NSCNT7
PC Connection Inc,cnxn,BBG000BX74M4
Интер РАО ЕЭС,irao,BBG004S68473
Lindsay Corporation,lnn,BBG000FJS1S8
NCR Atleos Corporation,natl,BBG019Y0WP19
ManpowerGroup Inc,man,BBG000BNMHS4
Hang Lung,101,BBG000BDTCX4
Rhythm Pharmaceuticals Inc,rytm,BBG007DLZ601
PayPal Holdings,pypl,BBG0077VNXV6
Kratos Defense & Security Solutions,ktos,BBG000C1HQ43
CK Asset Holdings,1113,BBG007WDD4B5
Vale SA,vale,BBG000BN5LG7
AGNC Investment REIT,agnc,BBG000TJ8XZ7
SPS Commerce Inc,spsc,BBG000PZGB75
Aluminum Corp of China,2600,BBG000CN0Y73
TransUnion,tru,BBG002Q7J5Z1
Pinnacle Financial Partners In,pnfp,BBG000C1XKF6
Flat Glass Group,6865,BBG00BGJYS07
Zhongsheng,881,BBG000QCN464
Arch Coal Inc,arch,BBG00DZB5D77
Southern,so,BBG000BT9DW0
FormFactor Inc,form,BBG000D1Y3P1
TFI International,tfii,BBG000HJS1F0
DocuSign Inc,docu,BBG000N7KJX8
ZoomInfo Technologies Inc,zi,BBG00S1HJ3M8
"Bloomin Brands, Inc.",blmn,BBG002VZ68Y2
Piper Sandler Companies,pipr,BBG000FQXC75
WH Group,288,BBG00699M8Q7
Broadcom,avgo,BBG00KHY5S69
Vishay Precision Group Inc,vpg,BBG000PRQ0V9
Corcept Therapeutics Inc,cort,BBG000BKJG33
Reynolds Consumer Products Inc.,reyn,BBG00QVJVYB5
Eli Lilly & Co,lly,BBG000BNBDC2
Наука-Связь,nsvz,BBG002BCQK67
CorVel Corp,crvl,BBG000CVKZY0
Western Digital,wdc,BBG000BWNFZ9
General Motors,gm,BBG000NDYB67
Ameren,aee,BBG000B9X8C0
Monarch Casino & Resort Inc,mcri,BBG000BJ0932
Haidilao,6862,BBG00LWM0XR7
MetLife,met,BBG000BB6KF5
Группа Черкизово,gche,BBG000RTHVK7
NIO Inc,9866,BBG015PB0HH9
New York Community Bancorp,nycb,TCS494454001
Insmed,insm,BBG000BWM5P3
American Eagle Outfitters Inc,aeo,BBG000BGXZB5
Global Net Lease REIT,gnl,BBG004HXD0G8
Fulcrum Therapeutics,fulc,BBG00DDY1RK9
"Dayforce, Inc.",day,TCS5677J1088
Xylem,xyl,BBG001D8R5D0
Intercontinental Exchange,ice,BBG000C1FB75
NeoGenomics Inc,neo,BBG000BKH263
COCA-COLA,ko,BBG000BMX289
AnaptysBio Inc,anab,BBG0026ZDHR0
Service Corp International/US,sci,BBG000BTHH16
"Fidelity National Financial, Inc.",fnf,BBG006N7S6K9
Сургутнефтегаз - привилегированные акции,sngsp,BBG004S681M2
2seventy bio,tsvt,BBG00YV1J622
NextEra Energy,nee,BBG000BJSBJ0
Align Technology,algn,BBG000BRNLL2
CK Hutchison Holdings,1,BBG0087DLDQ6
NovoCure Limited,nvcr,BBG009XW8PY2
Paylocity Holding Corp,pcty,BBG006598YS8
Evercore,evr,BBG000BP30Y0
Owens Corning,oc,BBG000M44VW8
MTR Corporation,66,BBG000MKLJD1
Lennar,len,BBG000BN5HF7
Myriad Genetics Inc,mygn,BBG000D9H9F1
Walgreens Boots Alliance,wba,BBG000BWLMJ4
Teleflex Inc,tfx,BBG000BV59Y6
Apollo Global Management,apo,BBG00ZNLTFK3
Exact Sciences Corp,exas,BBG000CWL0F5
Johnson Controls,jci,BBG000BVWLJ6
10X Genomics Inc,txg,BBG007WX14X0
Lyell Immunopharma,lyel,BBG00RNXFN14
Green Brick Partners,grbk,BBG000QGYG84
"Shoals Technologies Group, Inc.",shls,BBG00YQ82275
Federated Hermes,fhi,BBG000BP0929
China Tower Corporation,788,BBG00LD1QR26
Endava АДР,dava,BBG00LBLBBJ7
MGM Resorts International,mgm,BBG000C2BXK4
Medical Properties REIT,mpw,BBG000BGRB25
Riot Platforms,riot,BBG000BQ4512
Veeva Systems Inc,veev,BBG001CGB489
Cinemark Holdings Inc,cnk,BBG000QDVR53
American Financial Group,afg,BBG000DPKKK0
Korea Electric Power,kep,BBG000BCWG90
Semtech Corp,smtc,BBG000DBKR53
НОВАТЭК,nvtk,BBG00475KKY8
ExlService Holdings Inc,exls,BBG000NS3P30
BeyondSpring,bysi,BBG00F9YLST6
Shake Shack Inc,shak,BBG0063GCHH8
Sonoco Products Co,son,BBG000D7HF89
Intercept Pharmaceuticals Inc,icpt,BBG001J1QN87
American Woodmark Corp,amwd,BBG000BBX657
Enbridge,enb,BBG000K5M1S8
Upstart Holdings,upst,BBG00PKCBY53
Oracle,orcl,BBG000BQLTW7
Digital Turbine Inc,apps,BBG000HZ3562
ЮУНК,unkl,BBG002YFXL29
Sirius XM Holdings Inc,siri,TCS299331004
Smoore International,6969,BBG00VSF90M3
Kite Realty Group REIT,krg,BBG000BC2KW8
Нижнекамскнефтехим,nknc,BBG000GQSRR5
NetEase Inc,ntes,BBG000BX72V8
Peloton Interactive Inc,pton,BBG00JG0FFZ2
ИНАРКТИКА,aqua,BBG000W325F7
MGP Ingredients,mgpi,BBG000BXK6C5
Franklin Resources,ben,BBG000BD0TF8
"Flowers Foods, Inc.",flo,BBG000BB4D72
Gentex Corporation,gntx,BBG000BKJ092
Las Vegas Sands Corp,lvs,BBG000JWD753
BeiGene АДР,bgne,BBG00B6WF7T5
ICU Medical Inc,icui,BBG000CQV2N4
Unity Software,u,BBG0056JW5G6
ТНС энерго Воронеж,vrsb,BBG000BX7DH0
China Southern Airlines,1055,BBG000BY1DP5
"MDU Resources Group, Inc.",mdu,BBG000BNX3R4
Beyond Meat Inc,bynd,BBG003CVJP50
Middlesex Water Company,msex,BBG000BPGQ60
ProPetro Holding Corp,pump,BBG00FYCQ352
eHealth Inc,ehth,BBG000P5JQX6
Shandong Weigao Group Medical Polymer,1066,BBG000LFJVD9
"Clover Health Investments, Corp.",clov,BBG00SHY90J5
AMN Healthcare Services Inc,amn,BBG000BCT197
Corsair Gaming Inc,crsr,BBG00HMSHL83
Tsingtao Brewery,168,BBG000BHWDF9
Kuaishou Technology,1024,BBG00YYT9BD6
Regions Financial,rf,BBG000Q3JN03
Greenbrier Cos Inc,gbx,BBG000CF5097
China Construction Bank,939,BBG000NW2S18
Health Catalyst,hcat,BBG00LDPZMS6
Blueprint Medicines Corp,bpmc,BBG001MC8YF7
Virtus Investment Partners,vrts,BBG000DMFQS2
Lumentum Holdings Inc,lite,BBG0073F9RT7
Norfolk Southern,nsc,BBG000BQ5DS5
Kroger,kr,BBG000BMY992
DigitalOcean Holdings,docn,BBG00ZGF6SS3
Kimco Realty REIT,kim,BBG000CN3S73
Day One Biopharmaceuticals,dawn,BBG00V1KSN04
ICBC,1398,BBG000Q16VR4
Tenable Holdings Inc,tenb,BBG00LBLCD02
Li-Ning,2331,BBG000PTX047
Clarivate,clvt,BBG00P1919G5
EOG Resources,eog,BBG000BZ9223
CSX Corp,csx,BBG000BGJRC8
МТС-Банк,mbnk,TCS00A0JRH43
Stryker,syk,BBG000DN7P92
Lancaster Colony,lanc,BBG000BN1M88
Pilgrim's Pride Corp,ppc,BBG000BFLXV3
Duolingo,duol,BBG003D4V951
Compass Minerals International,cmp,BBG000C42WS4
Pegasystems Inc,pega,BBG000H1RYG7
PTC Therapeutics,ptct,BBG000QT15P7
BJ's Restaurants Inc,bjri,BBG000H9LNX1
Московская Биржа,moex,BBG004730JJ5
Kadant Inc.,kai,BBG000BKRSZ3
Canadian Natural Resources,cnq,BBG000HW5GX3
Target,tgt,BBG000H8TVT2
Pan American Silver Corp,paas,BBG000C0RGY3
Entergy Corporation,etr,BBG000C1FQS9
Glacier Ban,gbci,BBG000C3KB84
PBF Energy Inc,pbf,BBG002832GV8
Harmony Biosciences Holdings,hrmy,BBG00WBPG4C2
"ChoiceOne Financial Services, Inc.",cofs,BBG000LLRNX3
US Bancorp,usb,BBG000FFDM15
Janus Henderson Group,jhg,BBG00GSNPM07
Matson Inc,matx,BBG000BBK401
Forrester Research Inc,forr,BBG000HGNYG8
Axonics,axnx,BBG0067QVJ50
Live Nation Entertainment Inc,lyv,BBG000FQ7YR4
Sony Corp,sony,BBG000BT7ZK6
Rogers Corp,rog,BBG000BS9HN3
Vaxcyte Inc,pcvx,BBG009PHHPL8
China Hongqiao Group,1378,BBG001DMCGS5
FirstEnergy,fe,BBG000BB6M98
CSPC Pharmaceutical,1093,BBG000C3N3B5
"Essential Utilities, Inc.",wtrg,BBG000BRMJN6
McGrath RentCorp,mgrc,BBG000BP02D2
Murphy USA Inc,musa,BBG001Z0Q6T5
Best Buy Co.,bby,BBG000BCWCG1
Minerals Technologies Inc.,mtx,BBG000BB61F7
Carnival,ccl,BBG000BF6LY3
Русолово,rolo,BBG004Z2RGW8
Lattice Semiconductor Corp,lscc,BBG000C2D1C1
Ameris Bancorp,abcb,BBG000CDY3H5
Comcast,cmcsa,BBG000BFT2L4
Shutterstock Inc,sstk,BBG002ZCK2V9
Barrick Gold,gold,BBG000BB07P9
China Resources Power,836,BBG000C1DC75
nLight Inc,lasr,BBG0020BCPX5
Cameco Corporation,ccj,BBG000DSZTN6
TJX,tjx,BBG000BV8DN6
Cars.com Inc,cars,BBG000HGTH33
Tyler Technologies Inc,tyl,BBG000BVWZF9
Amicus Therapeutics,fold,BBG000PLF6N0
Advanced Drainage Systems,wms,BBG000G7CDN9
Guangzhou Automobile Group,2238,BBG000V4V0W6
Sino Biopharmaceutical,1177,BBG000C6XDL4
Globant SA,glob,BBG00564Y443
Macerich REIT,mac,BBG000BL9C59
Kohl's Corp,kss,BBG000CS7CT9
Bumble Inc.,bmbl,BBG00Z6RF483
Ozon Holdings PLC,ozon,BBG00Y91R9T3
Cadence Design Systems,cdns,BBG000C13CD9
BOK Financial,bokf,BBG000CFZ003
Okta Inc,okta,BBG001YV1SM4
Nutanix Inc,ntnx,BBG001NDW1Z7
Hess,hes,BBG000BBD070
CVS Health Corporation,cvs,BBG000BGRY34
Lam Research,lrcx,TCS128073062
Thor Industries Inc,tho,BBG000BV6R84
QuinStreet Inc,qnst,BBG000S9XXB8
Вторая генерирующая компания оптового рынка электроэнергии,ogkb,BBG000RK52V1
IPG,ipg,BBG000C90DH9
3D Systems Corp,ddd,BBG000D42FJ0
Lightspeed Commerce,lspd,BBG00PZ78ZM0
Grand Canyon Education Inc,lope,BBG000FV28W9
Materion Corp,mtrn,BBG000BDTT76
Funko Inc,fnko,BBG00HXSHDQ9
Iridium Communications Inc,irdm,BBG000VC0FC1
Alexandria Real Estate Equities REIT,are,BBG000BC33T9
ChampionX Corporation,chx,BBG00JH9TZ56
Fiverr International,fvrr,BBG002YSC5M7
Landstar System,lstr,BBG000BB2KN0
XPeng,9868,BBG011LRHTM7
Cleveland-Cliffs,clf,BBG000BFRF55
Новошип - ао,nomp,TCS009084453
TechnipFMC,fti,BBG00DL8NMV2
United Airlines Holdings,ual,BBG000M65M61
"Independent Bank Group, Inc.",ibtx,BBG003981NS4
SpringWorks Therapeutics,swtx,BBG00Q011TW9
US Foods Holding Corp,usfd,BBG00C6H6D40
Pinterest Inc,pins,BBG002583CV8
Dell Technologies Inc,dell,BBG00DW3SZS1
Altria Group,mo,BBG000BP6LJ8
VEON,veon,BBG000QCW561
Dana Inc,dan,BBG000TCD088
Globaltrans Investment PLC,gltr,BBG000VFX6Y4
MSC Industrial Direct Co Inc,msm,BBG000BCLYL9
Linde,lin,BBG01FND0CC1
JD.com,jd,BBG005YHY0Q7
Carrier Global,carr,BBG00RP5HYS8
Hasbro,has,BBG000BKVJK4
Beam Therapeutics,beam,BBG00KXC8646
Essex Property REIT,ess,BBG000CGJMB9
DraftKings,dkng,BBG0134WCM78
"Evergy, Inc",evrg,BBG00H433CR2
FTI Consulting Inc,fcn,BBG000K88H58
Avis Budget Group,car,BBG000FLPRH1
Hewlett Packard Enterprise,hpe,BBG0078W3NQ3
КуйбышевАзот - Акции привилегированные,kaztp,BBG002B9T6Y1
PTC Inc,ptc,BBG000C2VBB0
HA Sustainable Infrastructure Capital,hasi,BBG0044K5DM4
Orthofix Medical Inc,ofix,BBG000G1C210
PAR Technology Corporation,par,BBG000BRP9K8
Salesforce,crm,BBG000BN2DC2
Commerce Bancshares,cbsh,BBG000BF3G77
Ares Capital Corp,arcc,BBG000PD6X77
"IDACORP, Inc.",ida,BBG000BLR3Y7
"Autoliv, Inc.",alv,BBG000BVLRY8
Arcutis Biotherapeutics,arqt,BBG00QN8K4M4
Levi Strauss & Co,levi,BBG000BQDF10
Albertsons Companies,aci,BBG009KG1750
Sprout Social,spt,BBG001K1CT23
Teledyne Technologies Inc,tdy,BBG000BMT9T6
F5,ffiv,BBG000CXYSZ6
Texas Roadhouse Inc,txrh,BBG000PSJMV7
Verint Systems Inc,vrnt,BBG000BCBYT2
CRISPR Therapeutics AG,crsp,BBG00DBBGRX1
MRC Global Inc,mrc,BBG000BKLTM1
Adaptimmune Therapeutics АДР,adap,TCS0653A1079
Crown Castle REIT,cci,BBG000FV1Z23
Viatris Inc,vtrs,BBG00Y4RQNH4
Ingersoll-Rand,ir,BBG002R1CW27
Comerica Incorporated,cma,BBG000C75N77
Angi Inc,angi,BBG00HVKH3Q0
Hyatt Hotels Corp,h,BBG000CVRFS4
Ventas REIT,vtr,BBG000FRVHB9
IQVIA Holdings Inc,iqv,BBG00333FYS2
Blink Charging Co,blnk,BBG000F9XKN7
Chart Industries Inc,gtls,BBG000P1K2X6
Сургутнефтегаз,sngs,BBG0047315D0
МКБ,cbom,BBG009GSYN76
Desktop Metal,dm,TCS5058X3035
Regeneron Pharmaceuticals,regn,BBG000C734W3
CITIC Securities,6030,BBG001MM1RL0
Burlington Stores Inc,burl,BBG004S641N5
Seagate,stx,BBG0113JGQF0
J&J Snack Foods Corp,jjsf,BBG000BMGPW0
TripAdvisor,trip,BBG001M8HHB7
MeridianLink,mlnk,BBG002ZYMKQ5
Ашинский метзавод,amez,BBG000RJWGC4
Vermilion Energy,vet,BBG000PL3C78
RemeGen,9995,BBG00XZZHVS4
CK Infrastructure Holdings,1038,BBG000H3CDH4
Stitch Fix,sfix,BBG0046L1KL9
Techtronic Industries,669,BBG000BFGXV9
Twenty-First Century Fox (A),foxa,BBG00JHNJW99
ТГК-2 - акции привилегированные,tgkbp,BBG000Q7GJ60
Enovix,envx,BBG00YC53854
UnitedHealth,unh,BBG000CH5208
Wingstop Inc,wing,BBG008N298Y8
АбрауДюрсо,abrd,BBG002W2FT69
Quanta Services,pwr,BBG000BBL8V7
NetEase,9999,BBG00V6PS1F0
Microchip Technology,mchp,BBG000BHCP19
ПИК,pikk,BBG004S68BH6
Kennametal Inc,kmt,BBG000BMWKC5
Onto Innovation Inc,onto,BBG000BPRN29
Nu Skin Enterprises Inc,nus,BBG000HG21Y3
Deere & Company,de,BBG000BH1NH9
Lithium Americas Corp.,lac,BBG01JLDH7S1
Hims & Hers Health,hims,BBG00Q53VYM7
Palo Alto Networks,panw,BBG0014GJCT9
Dolby Laboratories Inc,dlb,BBG000DGLTG5
Роснефть,rosn,BBG004731354
Vertex Pharmaceuticals,vrtx,BBG000C1S2X2
CF Industries Holdings,cf,BBG000BWJFZ4
CyberArk Software Ltd,cybr,BBG006Q52QV2
Western Union,wu,BBG000BB5373
Pinnacle West Capital,pnw,BBG000BRDSX5
ЕвроТранс,eutr,TCS00A1002V2
Ollie's Bargain Outlet Holding,olli,BBG0098VVDT9
Celsius Holdings,celh,BBG000NY37X4
ENN Energy,2688,BBG000N6X3L4
Astronics Corp,atro,BBG000BCLBY5
Трубная Металлургическая Компания,trmk,BBG004TC84Z8
Abbott,abt,BBG000B9ZXB4
Credit Acceptance Corp,cacc,BBG000CS0D96
Софтлайн,sofl,TCS00A0ZZBC2
China Galaxy Securities,6881,BBG004JC5VD6
Zuora Inc,zuo,BBG000BT3HG5
Cousins Properties REIT,cuz,BBG000CW9BM7
ANI Pharmaceuticals Inc,anip,BBG000KK1L04
Skyworks Solutions,swks,BBG000KLB4Q1
Innovent Biologics,1801,BBG00M8832B5
Dave & Buster's Entertainment Inc,play,BBG001WWJTK5
Worthington Industries Inc,wor,BBG000HL7499
ChargePoint Holdings,chpt,BBG00Q741Z16
Marriott Vacations Worldwide Corporation,vac,BBG001J2R5H3
Pagseguro Digital Ltd,pags,BBG00JM7QBR6
Россети Урал,mrku,BBG000VKG4R5
Luminar Technologies,lazr,BBG00MS90LK2
Clean Harbors Inc,clh,BBG000BFRRX8
Hormel Foods,hrl,BBG000BLF8D2
Fastenal Company,fast,BBG000BJ8YN7
OmniAb,oabi,BBG011J3QM39
JM Smucker,sjm,BBG000BT1715
iRhythm Technologies,irtc,BBG001J19V24
Skechers U.S.A. Inc,skx,BBG000C4HKK2
HCA Healthcare,hca,BBG000QW7VC1
Oil States International Inc,ois,BBG000BDDN94
Eaton Corporation,etn,BBG000BJ3PD2
Polaris Industries Inc,pii,BBG000D5S4M0
Boise Cascade,bcc,BBG000RQKCR4
AppLovin Corporation,app,BBG006HFPX77
WP Carey REIT,wpc,BBG000BCQM58
Neogen Corp,neog,BBG000C1BCK2
Pfizer,pfe,BBG000BR2B91
Trex Co Inc,trex,BBG000BTGKK9
Zai Lab Ltd,zlab,BBG00HFX3N90
Meritage Homes Corp,mth,BBG000F4F1N0
Dorman Products Inc,dorm,BBG000BM22F5
Choice Hotels International In,chh,BBG000BPBTL2
Белон,blng,TCS10A0J2QG8
Monster Beverage,mnst,BBG008NVB1C0
Verve Therapeutics,verv,BBG00P33TCZ8
The Clorox Company,clx,BBG000BFS7D3
Blackbaud Inc,blkb,BBG000BGGTW5
Саратовский НПЗ - акции привилегированные,krknp,BBG002B2J5X0
"RXO, Inc.",rxo,BBG0160DYCH4
Северсталь,chmf,BBG00475K6C3
Tradeweb Markets,tw,BBG00NK8H8T2
Flowserve,fls,BBG000FFH4P5
Twilio Inc,twlo,BBG0029ZX840
Cooper-Standard Holdings Inc,cps,BBG000PSXT64
VIZIO Holding Corp.,vzio,BBG00ZHDJVK4
Chatham Lodging REIT,cldt,BBG000PT6BR8
Relay Therapeutics Inc,rlay,BBG00DSS08K9
Lantheus Holdings Inc,lnth,BBG006Q52RD0
Cytokinetics,cytk,BBG000F0R4N9
Vimeo,vmeo,BBG00ZNSSKP3
APA Corporation,apa,BBG00YTS96G2
Southwest Gas Holdings,swx,BBG00FWP4JW4
Solid Biosciences,sldb,BBG00JN4FXG8
LG Display,lpl,BBG000FJ0RK9
Conagra Brands,cag,BBG000BDXGP9
"WW International, Inc.",ww,BBG000DY6735
MillerKnoll,mlkn,BBG000BP46T2
Revance Therapeutics,rvnc,BBG001J2MJH8
Rio Tinto,rio,BBG000FD28T3
Marriott International,mar,BBG000BGD7W6
Эн+,enpg,BBG000RMWQD4
City Holding Company,chco,BBG000BFJFX3
Hubbell,hubb,BBG000BLK267
News Corp (A),nwsa,BBG0035LY913
Alector,alec,BBG00N0PL198
Crane Company,cr,BBG016G0L0Q5
Atea Pharmaceuticals,avir,BBG00TZNCJ75
Нижнекамскнефтехим (привилегированные),nkncp,BBG000GQSVC2
ZIM Integrated Shipping Services,zim,BBG00YQ7XR05
Gray Television Inc,gtn,BBG000DSQLQ0
Granite Construction Inc,gva,BBG000DVB833
GILEAD,gild,BBG000CKGBP2
Waste Connections,wcn,BBG000FLHZZ2
Applied Materials,amat,BBG000BBPFB9
Hilton,hlt,BBG0058KMH30
Snap-on,sna,BBG000BT7JW9
AMD,amd,BBG000BBQCY0
Broadridge Financial Solutions,br,BBG000PPFKQ7
ON Semiconductor Corp,on,BBG000DV7MX4
Travere Therapeutics,tvtx,BBG000P9D6W9
CloudFlare Inc,net,BBG001WMKHH5
CoStar Group Inc,csgp,BBG000D7JKW9
Tractor Supply,tsco,BBG000BLXZN1
Spotify Technology SA,spot,BBG003T4VFC2
Insulet Corp,podd,BBG000R7XX87
Обьнефтегазгеология - привилегированные акции,obnep,TCS00A0HG602
Halliburton,hal,BBG000BKTFN2
"GXO Logistics, Inc.",gxo,BBG00YDGX945
PNC Financial Services,pnc,BBG000BRD0D8
Dow Inc,dow,BBG00BN96922
Vaxart Inc,vxrt,BBG000DR0RZ7
LCI Industries,lcii,BBG000DNLMB0
Hain Celestial Group Inc,hain,BBG000BQW085
Sinopec Shanghai Petrochemical,338,BBG000BCHHM0
SelectQuote,slqt,BBG000GTP1B6
Ford,f,BBG000BQPC32
Syneos Health Inc,synh,BBG0078Y1D92
Humana,hum,BBG000BLKK03
Rivian Automotive,rivn,BBG00741Y1N2
Edwards Lifesciences,ew,BBG000BRXP69
IGM Biosciences Inc,igms,BBG00PNR1BT2
Уфаоргсинтез - привилегированные акции,ufosp,TCS009102396
Казмунайгаз,kmg@kt,TCSC00001122
Artivion,aort,BBG000BMLVJ6
Vulcan Materials,vmc,BBG000BWGYF8
NetApp,ntap,BBG000FP1N32
МРСК Волги,mrkv,BBG000PKWCQ7
Scotts Miracle-Gro Co The,smg,BBG000BT5PG5
Booz Allen Hamilton,bah,BBG000R2YFG7
Wal-Mart Stores,wmt,BBG000BWXBC2
Tyson Foods,tsn,BBG000DKCC19
"Recursion Pharmaceuticals, Inc.",rxrx,BBG00PQ4XJ45
Royal Gold,rgld,BBG000BS5170
Paymentus Holdings,pay,BBG010MW0N84
Genpact Limited,g,BBG000RQBFV2
Corning,glw,BBG000BKFZM4
Westlake Corporation,wlk,BBG000PXZFW2
Qurate Retail Inc,qrtea,BBG000PCQQL6
Newmont Goldcorp Corporation,nem,BBG000BPWXK1
Middleby Corp The,midd,BBG000DQN9R3
Lyft Inc,lyft,BBG004M9ZHX5
Walt Disney,dis,BBG000BH4R78
TKO Group Holdings,tko,BBG01G9JKWV5
X5 RetailGroup ГДР,five@gs,TCS4387E2054
Spirit AeroSystems Holdings,spr,BBG000PRJ2Z9
Anheuser-Busch InBev,bud,BBG000RYC984
First Merchants Corporation,frme,BBG000BBSJ28
Republic Services,rsg,BBG000BPXVJ6
C3 Ai Inc,ai,BBG00Y6G6X31
Marsh & McLennan,mmc,BBG000BP4MH0
Группа ЛСР,lsrg,BBG004S68C39
Skyline Champion,sky,BBG000BT2TP0
Baozun Inc,bzun,BBG008HNS333
Equity LifeStyle Properties REIT,els,BBG000BB7SX7
Wintrust Financial,wtfc,BBG000HD3DW5
Illumina,ilmn,BBG000DSMS70
Public Storage REIT,psa,BBG000BPPN67
Americold Realty Trust REIT,cold,BBG000QF05R6
Fortune Brands Innovations,fbin,BBG001B4BV87
XP Inc,xp,BBG00QVJYGM9
Belden Inc,bdc,BBG000Q4XNV1
ТКС Холдинг,tcsg,TCS00A107UL4
PPL,ppl,BBG000BRJL00
Varonis Systems Inc,vrns,BBG001Y04TN6
Charles River Laboratories Int,crl,BBG000BG5BL8
Invesco,ivz,BBG000BY2Y78
Stem,stem,BBG00XP8NQN4
Darden Restaurants,dri,BBG000BBNYF6
DuPont de Nemours Inc,dd,BBG00BN961G4
Центральный Телеграф,cntl,BBG000BBV4M5
Anterix,atex,BBG0081NLHR0
QuidelOrtho Corp,qdel,BBG017TGV7M2
Teladoc Health Inc,tdoc,BBG0019T5SG0
Installed Building Products,ibp,BBG005TJKDZ6
Integra LifeSciences Holdings,iart,BBG000BZJQL8
SiteOne Landscape Supply Inc,site,BBG009T22D49
US Physical Therapy Inc,usph,BBG000CSRSG6
Cognex Corp,cgnx,BBG000BPBVW5
Federal Realty Investment Trust REIT,frt,BBG000BJVN28
Noventiq ГДР,sftl,TCS5407L2079
B&G Foods Inc,bgs,BBG000RKXRQ1
Progress Software Corp,prgs,BBG000C4QP94
ВИ.РУ,vseh,TCS10A108K09
WESCO International Inc,wcc,BBG000D0FNV3
Performance Food Group Co,pfgc,BBG009XW2WB8
Capital One,cof,BBG000BGKTF9
OrthoPediatrics Corp,kids,BBG00HFFRW39
Wharf Real Estate,1997,BBG00J76TKS1
Madison Square Garden Entertainment Corp.,msge,BBG019980TD4
Ameriprise Financial,amp,BBG000G3QLY3
Ozon Holdings PLC,ozon@us,TCS0269L1044
СОЛЛЕРС,svav,BBG004S68JR8
PROG Holdings,prg,BBG00VSH86G4
Arbor Realty Trust REIT,abr,BBG000KMVDV1
PetIQ Inc,petq,BBG00H1CY328
PPG Industries,ppg,BBG000BRJ809
MKS Instruments,mksi,BBG000BVMG26
The Charles Schwab Corporation,schw,BBG000BSLZY7
Wynn Resorts,wynn,BBG000LD9JQ8
Radian Group,rdn,BBG000BMWV95
Brunswick Corp DE,bc,BBG000BCWSS3
S&P Global,spgi,BBG000BP1Q11
CSW Industrials Inc,cswi,BBG007NLG4L3
Union Pacific Corporation,unp,BBG000BW3299
Science Applications Internati,saic,BBG003BW05K6
Arch Capital Group,acgl,BBG000HXNN20
SiTime,sitm,BBG00QNSY1H7
Realty Income REIT,o,BBG000DHPN63
Zoom Video Communications Inc,zm,BBG0042V6JM8
Vitesse Energy,vts,BBG01B9G0GS3
Universal Health Services,uhs,BBG000CB8Q50
Power Integrations Inc,powi,BBG000BTT3D1
Kontoor Brands Inc,ktb,BBG00LPTHYD5
Penske Automotive Group,pag,BBG000H6K1B0
Schlumberger,slb,BBG000BT41Q8
Toyota Motor Corp,tm,BBG000BPH299
"BXP, Inc",bxp,BBG000BS5CM9
CanSino Biologics,6185,BBG00NN6QG15
JB Hunt,jbht,BBG000BMDBZ1
Sapiens International Corporation N.V.,spns,BBG000G3YP84
FuelCell Energy,fcel,BBG000HQ1LB3
Ashland Inc,ash,BBG00D0Y81M1
"GRAIL, Inc.",gral,TCS847471014
Energy Transfer LP,et,BBG000BM2FL9
Axon Enterprise Inc,axon,BBG000BHJWG1
Appian Corp,appn,BBG001C7PMJ2
Ross Stores,rost,BBG000BSBZH7
Coty,coty,BBG000F395V1
Ростелеком - Привилегированные акции,rtkmp,BBG004S685M3
HB Fuller Co,ful,BBG000BJZ7V7
InsperIty Inc,nsp,BBG000BJ41X2
Progressive,pgr,BBG000BR37X2
Tabula Rasa HealthCare In,trhc,BBG00BT7PPY8
Kilroy Realty Corp REIT,krc,BBG000BLMXN8
California Water Service,cwt,BBG000D8KTN6
American Express,axp,BBG000BCQZS4
Emergent BioSolutions Inc,ebs,BBG000GW06J7
Camden Property REIT,cpt,BBG000BB0V03
Wayfair Inc,w,BBG001B17MV2
Hologic,holx,BBG000C3NTN5
Anika Therapeutics Inc,anik,BBG000BBKZD8
Freshpet Inc,frpt,BBG001D0HB36
NiSource Inc,ni,BBG000BPZBB6
Taylor Morrison Home Corp,tmhc,BBG003PGJHP5
Sally Beauty Holdings Inc,sbh,BBG000LR8515
Workhorse Group Inc,wkhs,TCS1138J3059
CoreCivic,cxw,BBG000BJSJT2
"Steven Madden, Ltd.",shoo,BBG000BLV2Q3
"V2X, Inc.",vvx,BBG005PG80K4
"Goosehead Insurance, Inc.",gshd,BBG00KHHBMC5
Diodes Inc,diod,BBG000G25P51
Proto Labs Inc,prlb,BBG000BT13B3
Zoetis,zts,BBG0039320N9
КАМАЗ,kmaz,BBG000LNHHJ9
Agnico Eagle Mines,aem,BBG000DLVDK3
BellRing Brands,brbr,BBG013QNJHP8
Казаньоргсинтез - акции обыкновенные,kzos,BBG0029SFXB3
C.H. Robinson Worldwide,chrw,BBG000BTCH57
LiveRamp Holdings Inc,ramp,BBG000BB4HM6
Lennox International Inc,lii,BBG000BB5B84
Fix Price Group,fixp,BBG00ZHCX1X2
Electronic Arts,ea,BBG000BP0KQ8
Pacific Biosciences of California,pacb,BBG000QKXH20
SK Telecom Co.,skm,BBG000BLN497
PepsiCo,pep,BBG000DH7JK6
